pID;block;trial;clicknumber;Variable;Literal;state;time
sat18;3;12; 2;2;0;1; 10,2502800
sat18;3;12; 3;5;1;1; 13,3830200
sat18;3;12; 4;3;1;1; 14,9160700
sat18;3;12; 5;4;0;1; 16,3324700
sat18;3;13; 1;2;1;1;  2,3195340
sat18;3;13; 2;2;1;0;  8,5681760
sat18;3;13; 3;3;1;1; 20,7826000
sat18;3;13; 4;4;1;1; 24,2152900
sat18;3;13; 5;1;1;1; 31,4305200
sat18;3;13; 6;5;0;1; 35,1964600
sat18;3;13; 7;2;0;1; 37,8625300
sat18;3;14; 1;2;1;1;  7,4831240
sat18;3;14; 2;2;1;0; 15,3815300
sat18;3;14; 3;2;0;1; 16,2647200
sat18;3;14; 4;5;0;1; 23,1300700
sat18;3;14; 5;4;0;1; 27,6292800
sat18;3;14; 6;3;1;1; 29,8288800
sat18;3;15; 1;1;1;1;  2,8735660
sat18;3;15; 2;1;1;0;  7,1893920
sat18;3;15; 3;2;1;1;  9,3222660
sat18;3;15; 4;2;1;0; 12,6882900
sat18;3;15; 5;3;1;1; 13,3216000
sat18;3;15; 6;3;1;0; 18,2873200
sat18;3;15; 7;1;0;1; 20,3035000
sat18;3;15; 8;3;0;1; 22,1531400
sat18;3;15; 9;2;1;1; 23,6693900
sat18;3;15;10;5;0;1; 26,2356800
sat18;3;16; 1;3;1;1;  3,5574490
sat18;3;16; 2;5;0;1; 17,1882600
sat18;3;16; 3;1;1;1; 20,1208500
sat18;3;16; 4;4;1;1; 25,9031800
sat18;3;16; 5;2;1;1; 30,7355200
sat18;4; 1; 1;1;0;1;  3,5819780
sat18;4; 1; 2;1;0;0;  7,5647890
sat18;4; 1; 3;2;0;1;  8,3480450
sat18;4; 1; 4;2;0;0; 10,2143200
sat18;4; 1; 5;3;0;1; 11,3806200
sat18;4; 1; 6;3;0;0; 15,0967100
sat18;4; 1; 7;4;1;1; 15,6132400
sat18;4; 1; 8;4;1;0; 20,0292400
sat18;4; 1; 9;5;0;1; 21,1621200
sat18;4; 2; 1;1;0;1;  2,1864550
sat18;4; 2; 2;5;0;1; 15,1007800
sat18;4; 2; 3;3;1;1; 19,1166100
sat18;4; 2; 4;4;0;1; 25,3821900
sat18;4; 3; 1;1;0;1;  3,0528110
sat18;4; 3; 2;1;0;0;  6,6687320
sat18;4; 3; 3;2;1;1;  7,6186830
sat18;4; 3; 4;2;1;0; 12,9673800
sat18;4; 3; 5;3;0;1; 14,5005200
sat18;4; 3; 6;2;1;1; 17,6166400
sat18;4; 3; 7;4;0;1; 21,1991800
sat18;4; 3; 8;1;0;1; 26,8482100
sat18;4; 3; 9;5;0;1; 29,6142700
sat18;4; 4; 1;1;0;1;  1,7503200
sat18;4; 4; 2;1;0;0; 13,0981200
sat18;4; 4; 3;2;1;1; 13,9312400
sat18;4; 4; 4;1;0;1; 20,9798700
sat18;4; 4; 5;5;1;1; 23,7626400
sat18;4; 4; 6;4;0;1; 26,9620500
sat18;4; 4; 7;3;1;1; 29,4782600
sat18;4; 5; 1;1;0;1;  4,8695450
sat18;4; 5; 2;1;0;0;  6,6861950
sat18;4; 5; 3;2;0;1;  7,3360210
sat18;4; 5; 4;2;0;0;  9,3022080
sat18;4; 5; 5;3;1;1; 10,6018300
sat18;4; 5; 6;3;1;0; 13,2847400
sat18;4; 5; 7;4;1;1; 13,9179000
sat18;4; 5; 8;4;1;0; 16,2675600
sat18;4; 5; 9;5;0;1; 16,9841400
sat18;4; 5;10;5;0;0; 20,3335200
sat18;4; 5;11;3;1;1; 20,9666800
sat18;4; 5;12;2;0;1; 39,1630900
sat18;4; 5;13;1;0;1; 41,4294700
sat18;4; 5;14;5;1;1; 46,5284100
sat18;4; 5;15;4;1;1; 47,6950000
sat18;4; 6; 1;2;1;1;  2,5513230
sat18;4; 6; 2;2;1;0;  6,8013000
sat18;4; 6; 3;3;1;1;  7,4506380
sat18;4; 6; 4;3;1;0; 12,9996200
sat18;4; 6; 5;4;1;1; 14,2160900
sat18;4; 6; 6;4;1;0; 16,5488500
sat18;4; 6; 7;5;0;1; 17,7820000
sat18;4; 6; 8;5;0;0; 19,9316300
sat18;4; 6; 9;3;1;1; 20,7313900
sat18;4; 6;10;3;1;0; 22,5978000
sat18;4; 6;11;1;1;1; 23,4475700
sat18;4; 6;12;1;1;0; 25,7138200
sat18;4; 6;13;3;1;1; 26,3136700
sat18;4; 6;14;5;0;1; 27,6300400
sat18;4; 6;15;1;0;1; 30,3962000
sat18;4; 6;16;4;0;1; 32,8458500
sat18;4; 6;17;2;0;1; 36,8617300
sat18;4; 7; 1;2;1;1;  2,3797840
sat18;4; 7; 2;4;1;1; 11,9613500
sat18;4; 7; 3;1;1;1; 22,4260700
sat18;4; 7; 4;3;0;1; 25,1762200
sat18;4; 7; 5;5;1;1; 28,6081700
sat18;4; 8; 1;1;1;1;  2,2948000
sat18;4; 8; 2;1;1;0;  8,7601320
sat18;4; 8; 3;2;1;1;  9,2434010
sat18;4; 8; 4;2;1;0; 13,7593600
sat18;4; 8; 5;1;1;1; 14,2424200
sat18;4; 8; 6;2;0;1; 16,7087100
sat18;4; 8; 7;3;1;1; 20,7247200
sat18;4; 8; 8;5;0;1; 22,6408800
sat18;4; 9; 1;3;0;1;  1,9309010
sat18;4; 9; 2;3;0;0;  8,2463910
sat18;4; 9; 3;1;0;1;  8,6795120
sat18;4; 9; 4;1;0;0; 11,3790900
sat18;4; 9; 5;2;0;1; 12,4455300
sat18;4; 9; 6;2;0;0; 15,1449100
sat18;4; 9; 7;5;1;1; 16,1281100
sat18;4; 9; 8;3;0;1; 21,4105800
sat18;4; 9; 9;4;1;1; 25,6265000
sat18;4; 9;10;2;1;1; 26,4763600
sat18;4; 9;11;1;0;1; 28,7591800
sat18;4;10; 1;1;1;1;  1,6674800
sat18;4;10; 2;4;0;1; 21,3975700
sat18;4;10; 3;4;0;0; 26,4294100
sat18;4;10; 4;4;1;1; 28,8456600
sat18;4;10; 5;3;0;1; 47,8087800
sat18;4;10; 6;2;1;1; 52,7245200
sat18;4;10; 7;5;0;1; 55,2740200
sat18;4;11; 1;1;0;1;  2,5570600
sat18;4;11; 2;4;0;1; 12,6717800
sat18;4;12; 1;1;0;1;  2,3471910
sat18;4;12; 2;1;0;0;  5,3798750
sat18;4;12; 3;2;0;1;  6,4797290
sat18;4;12; 4;2;0;0;  8,6959230
sat18;4;12; 5;3;0;1;  9,5457230
sat18;4;12; 6;3;0;0; 13,6283300
sat18;4;12; 7;4;0;1; 14,1115500
sat18;4;12; 8;4;0;0; 17,9608100
sat18;4;12; 9;5;0;1; 18,5774000
sat18;4;12;10;4;1;1; 22,2100800
sat18;4;12;11;3;0;1; 32,5914100
sat18;4;12;12;2;0;1; 34,9742900
sat18;4;12;13;1;1;1; 36,8238800
sat18;4;13; 1;2;1;1;  1,4675060
sat18;4;13; 2;5;0;1;  8,2662120
sat18;4;13; 3;1;1;1; 11,9821100
sat18;4;14; 1;1;1;1;  8,4572370
sat18;4;14; 2;1;1;0; 10,4736200
sat18;4;14; 3;2;0;1; 11,3567700
sat18;4;14; 4;2;0;0; 16,0058400
sat18;4;14; 5;3;0;1; 17,4056200
sat18;4;14; 6;3;0;0; 20,3219500
sat18;4;14; 7;4;1;1; 21,0882500
sat18;4;14; 8;4;1;0; 25,3707100
sat18;4;14; 9;5;1;1; 26,2872600
sat18;4;14;10;4;0;1; 29,9031800
sat18;4;14;11;2;0;1; 36,0353500
sat18;4;14;12;3;1;1; 39,1014800
sat18;4;14;13;1;0;1; 41,1344400
sat18;4;15; 1;1;0;1;  2,2884520
sat18;4;15; 2;3;0;1; 22,0012200
sat18;4;15; 3;3;0;0; 22,6344700
sat18;4;15; 4;2;1;1; 23,7512300
sat18;4;15; 5;3;1;1; 27,6834600
sat18;4;15; 6;5;0;1; 29,1330100
sat19;1; 1; 1;1;1;1;  5,3095170
sat19;1; 1; 2;2;1;1;  9,7617110
sat19;1; 1; 3;3;1;1; 17,1910600
sat19;1; 1; 4;4;0;1; 25,1577700
sat19;1; 1; 5;5;1;1; 28,0085400
sat19;1; 1; 6;5;1;0; 39,4888500
sat19;1; 1; 7;2;0;0; 46,1358400
sat19;1; 1; 8;4;1;0; 63,6010100
sat19;1; 1; 9;2;0;1; 68,8496600
sat19;1; 1;10;4;0;1; 75,1313900
sat19;1; 1;11;1;0;0; 75,9482300
sat19;1; 1;12;1;1;1; 79,6780400
sat19;1; 1;13;5;1;1; 83,3628400
sat19;1; 1;14;3;0;0; 89,8956900
sat19;1; 1;15;3;0;1; 91,2120500
sat19;1; 1;16;2;1;0; 98,6612500
sat19;1; 1;17;3;1;0;100,8770000
sat19;1; 1;18;2;0;1;102,5232000
sat19;1; 1;19;3;1;1;103,7262000
sat19;1; 2; 1;1;1;1;  2,9334340
sat19;1; 2; 2;2;0;1; 11,8969100
sat19;1; 2; 3;4;0;1; 22,3815900
sat19;1; 2; 4;5;0;1; 28,9302300
sat19;1; 2; 5;3;0;1; 35,7464400
sat19;1; 2; 6;3;1;0; 63,8868900
sat19;1; 2; 7;3;1;1; 65,6231800
sat19;1; 2; 8;5;1;0; 85,3034400
sat19;1; 2; 9;5;0;1; 93,1191900
sat19;1; 2;10;5;0;0; 95,3178200
sat19;1; 2;11;5;1;1; 96,1002800
sat19;1; 2;12;3;0;0;102,6649000
sat19;1; 2;13;4;1;0;107,2491000
sat19;1; 2;14;4;0;1;108,3314000
sat19;1; 3; 1;1;0;1;  2,4672930
sat19;1; 3; 2;4;0;1;  6,5675130
sat19;1; 3; 3;1;1;0; 29,5470100
sat19;1; 3; 4;4;1;0; 29,9762500
sat19;1; 3; 5;3;1;1; 30,9269200
sat19;1; 3; 6;4;1;1; 35,5266600
sat19;1; 3; 7;1;0;1; 41,3434200
sat19;1; 3; 8;2;1;1; 45,5096800
sat19;1; 3; 9;5;1;1; 54,7249600
sat19;1; 3;10;3;0;0; 56,1246100
sat19;1; 3;11;4;0;0; 62,0073300
sat19;1; 3;12;4;0;1; 63,1409800
sat19;1; 3;13;3;0;1; 67,0720800
sat19;1; 3;14;3;1;0; 86,8669400
sat19;1; 3;15;3;1;1; 89,7667700
sat19;1; 3;16;4;1;0; 94,8148400
sat19;1; 3;17;4;0;1;100,0633000
sat19;1; 3;18;3;0;0;103,9489000
sat19;1; 3;19;3;0;1;105,1322000
sat19;1; 4; 1;2;0;1;  2,6822660
sat19;1; 4; 2;1;0;1;  7,8824080
sat19;1; 4; 3;4;1;1; 15,5143200
sat19;1; 4; 4;5;0;1; 21,3292300
sat19;1; 4; 5;3;1;1; 27,9418900
sat19;1; 4; 6;3;1;0; 34,3437000
sat19;1; 4; 7;2;1;0; 37,9114100
sat19;1; 4; 8;3;0;1; 41,7085900
sat19;1; 4; 9;2;1;1; 44,7591200
sat19;1; 4;10;2;1;0; 56,5394900
sat19;1; 4;11;2;0;1; 57,9218200
sat19;1; 4;12;1;1;0; 65,7550700
sat19;1; 4;13;1;1;1; 71,2376500
sat19;1; 4;14;1;1;0; 76,0530200
sat19;1; 4;15;5;0;0; 85,4670000
sat19;1; 4;16;3;0;0; 94,0997900
sat19;1; 4;17;5;1;1; 95,3488600
sat19;1; 4;18;1;0;1;100,6139000
sat19;1; 5; 1;1;1;1;  8,9033050
sat19;1; 5; 2;2;0;1; 10,7162600
sat19;1; 5; 3;3;1;1; 12,8002700
sat19;1; 5; 4;4;0;1; 15,4837400
sat19;1; 5; 5;5;1;1; 17,6012600
sat19;1; 5; 6;5;1;0; 24,9802900
sat19;1; 5; 7;5;0;1; 26,7483800
sat19;1; 5; 8;1;1;0; 35,1931100
sat19;1; 5; 9;1;0;1; 36,4622000
sat19;1; 5;10;2;0;0; 42,3121100
sat19;1; 5;11;2;1;1; 43,3751300
sat19;1; 5;12;5;0;0; 59,5588400
sat19;1; 5;13;5;1;1; 60,9078800
sat19;1; 5;14;2;1;0; 75,5230400
sat19;1; 5;15;2;0;1; 79,3228200
sat19;1; 5;16;3;1;0; 83,4038900
sat19;1; 5;17;3;0;1; 84,5524300
sat19;1; 5;18;4;1;0;103,9340000
sat19;1; 5;19;4;0;1;106,6159000
sat19;1; 5;20;2;0;0;109,0498000
sat19;1; 6; 1;1;1;1;  2,0535740
sat19;1; 6; 2;2;1;1;  4,0681760
sat19;1; 6; 3;3;1;1;  5,8360900
sat19;1; 6; 4;5;1;1;  9,2035830
sat19;1; 6; 5;4;0;1; 14,3523200
sat19;1; 6; 6;1;1;0; 27,9672600
sat19;1; 6; 7;1;0;1; 28,7304200
sat19;1; 6; 8;2;1;0; 34,9158600
sat19;1; 6; 9;2;0;1; 35,3159500
sat19;1; 6;10;5;0;0; 43,2294100
sat19;1; 6;11;5;1;1; 44,3440100
sat19;1; 6;12;5;0;0; 46,4975000
sat19;1; 6;13;5;0;1; 47,7800800
sat19;1; 6;14;3;0;0; 69,0725400
sat19;1; 6;15;3;0;1; 70,3426100
sat19;1; 6;16;4;0;0; 72,6076700
sat19;1; 6;17;4;1;1; 73,3586500
sat19;1; 6;18;1;1;0; 82,0070300
sat19;1; 6;19;1;1;1; 82,8733400
sat19;1; 6;20;3;1;0; 93,9045600
sat19;1; 7; 1;1;0;1;  6,6783220
sat19;1; 7; 2;2;1;1;  8,5961070
sat19;1; 7; 3;3;0;1; 10,0280800
sat19;1; 7; 4;4;1;1; 13,3745300
sat19;1; 7; 5;5;0;1; 16,2944000
sat19;1; 7; 6;4;1;0; 23,2262700
sat19;1; 7; 7;4;0;1; 23,8598600
sat19;1; 7; 8;1;1;0; 30,6574200
sat19;1; 7; 9;1;1;1; 30,9918000
sat19;1; 7;10;2;1;0; 35,6910200
sat19;1; 7;11;2;0;1; 36,4382200
sat19;1; 7;12;3;1;0; 51,6711400
sat19;1; 7;13;3;1;1; 52,0840100
sat19;1; 7;14;5;1;0; 59,2695200
sat19;1; 7;15;5;1;1; 59,6829100
sat19;1; 7;16;4;1;0; 71,8503000
sat19;1; 7;17;4;1;1; 72,1497700
sat19;1; 7;18;1;0;0; 94,0292700
sat19;1; 7;19;1;0;1; 94,3426000
sat19;1; 8; 1;1;1;1;  7,3701630
sat19;1; 8; 2;2;1;1;  9,2363430
sat19;1; 8; 3;3;1;1; 11,1169700
sat19;1; 8; 4;4;1;1; 12,3484000
sat19;1; 8; 5;5;1;1; 21,1674800
sat19;1; 8; 6;1;1;0; 28,1151900
sat19;1; 8; 7;1;0;1; 28,7954600
sat19;1; 8; 8;4;1;0; 36,3651000
sat19;1; 8; 9;4;0;1; 37,5611700
sat19;1; 8;10;5;0;0; 80,3689600
sat19;1; 8;11;5;0;1; 80,8055300
sat19;1; 9; 1;5;1;1;  6,0804060
sat19;1; 9; 2;1;0;1; 14,9461000
sat19;1; 9; 3;4;1;1; 22,0775800
sat19;1; 9; 4;3;0;1; 30,9891600
sat19;1; 9; 5;3;0;0; 38,4918300
sat19;1; 9; 6;2;0;1; 40,8570200
sat19;1; 9; 7;3;0;1; 50,0517000
sat19;1; 9; 8;4;1;0; 58,6667900
sat19;1; 9; 9;4;0;1; 59,6175600
sat19;1; 9;10;1;1;0; 75,7798300
sat19;1; 9;11;3;1;0; 86,1112800
sat19;1; 9;12;1;0;1; 95,7472500
sat19;1; 9;13;3;1;1;100,3792000
sat19;1;10; 1;2;1;1;  4,6520840
sat19;1;10; 2;5;1;1; 10,8880900
sat19;1;10; 3;3;0;1; 16,7662400
sat19;1;10; 4;1;1;1; 18,2340300
sat19;1;10; 5;4;0;1; 19,4668200
sat19;1;10; 6;3;0;0; 35,7000800
sat19;1;10; 7;3;1;1; 36,7958000
sat19;1;10; 8;5;0;0; 45,6478000
sat19;1;10; 9;5;0;1; 51,4466100
sat19;1;11; 1;2;0;1;  2,8040310
sat19;1;11; 2;1;1;1;  6,5566100
sat19;1;11; 3;3;1;1;  8,5062710
sat19;1;12; 1;1;1;1;  4,3152080
sat19;1;12; 2;2;1;1; 14,0132600
sat19;1;12; 3;5;0;1; 20,2457400
sat19;1;12; 4;3;1;1; 24,3283800
sat19;1;12; 5;4;0;1; 27,9774200
sat19;1;12; 6;1;0;0; 35,0424100
sat19;1;12; 7;1;1;1; 35,9416200
sat19;1;12; 8;1;0;0; 38,5580600
sat19;1;12; 9;1;0;1; 41,6735600
sat19;1;12;10;3;0;0; 44,5917300
sat19;1;12;11;3;1;1; 52,4399800
sat19;1;12;12;2;0;0; 53,5400600
sat19;1;12;13;2;1;1; 56,6887800
sat19;1;12;14;2;1;0; 58,5184500
sat19;1;12;15;2;0;1; 59,1888200
sat19;1;13; 1;1;1;1;  3,1025310
sat19;1;13; 2;2;1;1;  8,7511440
sat19;1;13; 3;3;1;1; 23,5324600
sat19;1;13; 4;4;1;1; 32,7290300
sat19;1;13; 5;5;1;1; 39,5122000
sat19;1;13; 6;3;1;0; 51,4097900
sat19;1;13; 7;3;0;1; 52,5097900
sat19;1;14; 1;1;1;1;  3,1457210
sat19;1;14; 2;2;1;1; 11,7262500
sat19;1;14; 3;4;1;1; 19,4269200
sat19;1;14; 4;3;1;1; 20,2755400
sat19;1;14; 5;5;0;1; 24,3745400
sat19;1;15; 1;1;1;1;  1,8096540
sat19;1;15; 2;2;0;1;  9,1247790
sat19;1;15; 3;5;1;1; 12,0743700
sat19;1;16; 1;1;0;1;  3,7382660
sat19;1;16; 2;3;0;1; 11,2569000
sat19;1;16; 3;5;0;1; 17,4553900
sat19;1;16; 4;2;1;1; 19,1687200
sat19;2; 1; 1;1;0;1;  4,7169420
sat19;2; 1; 2;2;0;1;  8,1329500
sat19;2; 1; 3;3;1;1; 10,4491300
sat19;2; 1; 4;4;1;1; 14,2150500
sat19;2; 2; 1;1;1;1;  1,6450040
sat19;2; 2; 2;3;1;1;  5,3443830
sat19;2; 2; 3;4;0;1;  8,4770280
sat19;2; 2; 4;5;0;1; 20,4746600
sat19;2; 2; 5;2;0;1; 33,7718000
sat19;2; 2; 6;4;1;0; 34,8720000
sat19;2; 2; 7;4;1;1; 40,3874900
sat19;2; 3; 1;1;1;1;  1,4775620
sat19;2; 3; 2;2;1;1;  5,4433820
sat19;2; 3; 3;3;0;1;  8,3428880
sat19;2; 3; 4;5;0;1;  9,3760220
sat19;2; 3; 5;4;1;1; 14,0917800
sat19;2; 3; 6;4;1;0; 19,0240100
sat19;2; 3; 7;3;1;0; 20,4738100
sat19;2; 3; 8;3;1;1; 20,8401000
sat19;2; 4; 1;1;0;1;  1,6278920
sat19;2; 4; 2;2;1;1;  4,5441130
sat19;2; 4; 3;5;0;1; 10,9429000
sat19;2; 4; 4;3;1;1; 17,9086300
sat19;2; 4; 5;4;1;1; 19,7743800
sat19;2; 4; 6;1;1;0; 27,6087800
sat19;2; 4; 7;1;0;1; 29,4895100
sat19;2; 4; 8;1;0;0; 31,8573100
sat19;2; 4; 9;1;1;1; 35,7895100
sat19;2; 5; 1;1;0;1;  1,9599380
sat19;2; 5; 2;2;1;1;  7,3240810
sat19;2; 5; 3;4;1;1; 10,6566600
sat19;2; 5; 4;3;0;1; 11,5898900
sat19;2; 5; 5;1;0;0; 19,9076800
sat19;2; 5; 6;1;1;1; 20,6416800
sat19;2; 5; 7;5;0;1; 28,8236700
sat19;2; 6; 1;1;1;1;  1,3663790
sat19;2; 6; 2;2;1;1;  4,4166720
sat19;2; 6; 3;3;0;1; 12,7613900
sat19;2; 6; 4;4;0;1; 18,6612900
sat19;2; 6; 5;5;1;1; 22,4632300
sat19;2; 6; 6;1;1;0; 29,1764400
sat19;2; 6; 7;1;0;1; 29,9247400
sat19;2; 7; 1;1;1;1;  1,2864230
sat19;2; 7; 2;2;1;1;  6,7209090
sat19;2; 7; 3;3;0;1; 10,1202700
sat19;2; 7; 4;4;0;1; 11,1018700
sat19;2; 7; 5;5;1;1; 15,1323000
sat19;2; 7; 6;3;1;0; 23,1672800
sat19;2; 7; 7;3;1;1; 23,6175800
sat19;2; 7; 8;3;1;0; 33,0156100
sat19;2; 7; 9;3;0;1; 33,6953300
sat19;2; 7;10;4;0;0; 47,3465800
sat19;2; 7;11;4;1;1; 48,2425300
sat19;2; 8; 1;1;0;1;  2,3171080
sat19;2; 8; 2;2;0;1;  6,9990840
sat19;2; 8; 3;5;1;1; 10,3336500
sat19;2; 8; 4;3;0;1; 36,4115800
sat19;2; 8; 5;3;0;0; 44,9600100
sat19;2; 8; 6;3;1;1; 45,4092600
sat19;2; 8; 7;1;0;0; 49,5237400
sat19;2; 8; 8;1;1;1; 49,9054700
sat19;2; 8; 9;4;1;1; 53,2755600
sat19;2; 8;10;3;0;0; 70,3209600
sat19;2; 8;11;3;0;1; 71,2551400
sat19;2; 9; 1;1;1;1;  1,7015150
sat19;2; 9; 2;2;1;1;  4,2679670
sat19;2; 9; 3;3;0;1; 11,5340900
sat19;2; 9; 4;4;0;1; 14,6337100
sat19;2; 9; 5;5;1;1; 15,1824100
sat19;2; 9; 6;2;1;0; 24,9614600
sat19;2; 9; 7;2;0;1; 25,5293000
sat19;2; 9; 8;4;0;0; 33,9964100
sat19;2; 9; 9;4;1;1; 34,6270400
sat19;2;10; 1;1;0;1;  4,7161480
sat19;2;10; 2;2;0;1; 11,1492800
sat19;2;10; 3;4;0;1; 24,0303000
sat19;2;10; 4;5;1;1; 44,3753700
sat19;2;10; 5;3;0;1; 58,0906500
sat19;2;10; 6;2;1;0; 62,7389300
sat19;2;10; 7;2;0;1; 63,6368300
sat19;2;10; 8;2;1;0; 67,3548900
sat19;2;10; 9;2;1;1; 67,8347900
sat19;2;10;10;3;0;0; 75,4030200
sat19;2;10;11;3;1;1; 76,4179500
sat19;2;11; 1;1;0;1;  1,4480740
sat19;2;11; 2;2;1;1;  5,6478880
sat19;2;11; 3;3;0;1;  7,3831330
sat19;2;11; 4;4;0;1; 10,3827100
sat19;2;11; 5;5;1;1; 12,1988700
sat19;2;12; 1;1;0;1;  2,4187240
sat19;2;12; 2;2;1;1;  7,1679840
sat19;2;12; 3;5;1;1; 10,3677700
sat19;2;12; 4;4;1;1; 14,5469000
sat19;2;12; 5;3;0;1; 18,6989700
sat19;2;13; 1;1;0;1;  2,0188060
sat19;2;13; 2;2;0;1;  6,7536770
sat19;2;13; 3;5;0;1; 10,9487000
sat19;2;13; 4;5;0;0; 14,4506000
sat19;2;13; 5;5;1;1; 15,4511200
sat19;2;13; 6;4;0;1; 29,7819500
sat19;2;13; 7;3;0;1; 35,2788800
sat19;2;13; 8;2;1;0; 43,3618900
sat19;2;13; 9;2;0;1; 44,3125100
sat19;2;13;10;2;0;0; 46,1955300
sat19;2;13;11;2;1;1; 46,9251200
sat19;2;13;12;4;0;0; 51,1242000
sat19;2;13;13;4;1;1; 52,2273500
sat19;2;13;14;1;1;0; 58,6587800
sat19;2;13;15;1;0;1; 59,5594400
sat19;2;14; 1;1;1;1;  4,5507200
sat19;2;14; 2;2;1;1;  8,2499920
sat19;2;14; 3;3;1;1; 10,7002000
sat19;2;14; 4;5;1;1; 11,4329500
sat19;2;14; 5;4;1;1; 12,1833500
sat19;2;15; 1;1;1;1;  1,5563280
sat19;2;15; 2;3;0;1;  4,1025010
sat19;2;15; 3;4;0;1;  5,6206970
sat19;2;15; 4;2;0;1; 10,2680400
sat19;2;16; 1;1;0;1;  1,4184950
sat19;2;16; 2;2;0;1;  4,6690670
sat19;2;16; 3;4;1;1;  6,5520170
sat19;2;16; 4;5;1;1;  8,4350360
sat19;3; 1; 1;1;0;1;  2,1327130
sat19;3; 1; 2;2;1;1; 10,4321400
sat19;3; 1; 3;3;0;1; 14,8803600
sat19;3; 1; 4;4;1;1; 17,7098200
sat19;3; 2; 1;1;0;1;  2,1140520
sat19;3; 2; 2;2;0;1;  5,7668840
sat19;3; 2; 3;5;1;1; 10,0161600
sat19;3; 2; 4;4;0;1; 10,9993200
sat19;3; 2; 5;1;1;0; 13,1825800
sat19;3; 2; 6;1;1;1; 18,6311500
sat19;3; 2; 7;3;0;1; 24,8809600
sat19;3; 3; 1;2;1;1;  1,7787630
sat19;3; 3; 2;1;1;1;  5,9934770
sat19;3; 3; 3;4;0;1;  9,3968660
sat19;3; 3; 4;3;0;1; 10,1598700
sat19;3; 3; 5;5;1;1; 14,7785700
sat19;3; 4; 1;1;0;1;  2,0843660
sat19;3; 4; 2;2;0;1;  9,1672520
sat19;3; 4; 3;4;0;1; 16,1663100
sat19;3; 4; 4;3;0;1; 19,2825600
sat19;3; 4; 5;5;0;1; 21,5325600
sat19;3; 4; 6;1;0;0; 25,9140900
sat19;3; 4; 7;1;1;1; 26,5292100
sat19;3; 4; 8;5;0;0; 35,4945300
sat19;3; 4; 9;5;1;1; 36,1271700
sat19;3; 4;10;2;0;0; 43,5942100
sat19;3; 4;11;2;1;1; 44,7261200
sat19;3; 4;12;3;0;0; 49,7102800
sat19;3; 4;13;3;1;1; 50,5102200
sat19;3; 5; 1;2;1;1;  2,3773350
sat19;3; 5; 2;1;1;1;  6,6432110
sat19;3; 5; 3;4;1;1; 10,1934000
sat19;3; 5; 4;5;1;1; 11,1431000
sat19;3; 5; 5;3;0;1; 16,6428400
sat19;3; 5; 6;3;0;0; 35,8866500
sat19;3; 5; 7;3;1;1; 36,6679800
sat19;3; 5; 8;4;1;0; 44,8370700
sat19;3; 5; 9;4;0;1; 45,5532100
sat19;3; 6; 1;1;0;1;  1,2447510
sat19;3; 6; 2;2;0;1;  4,5126880
sat19;3; 6; 3;5;1;1;  7,7096180
sat19;3; 6; 4;3;1;1; 11,1284200
sat19;3; 6; 5;4;0;1; 17,5266600
sat19;3; 6; 6;3;1;0; 22,3764000
sat19;3; 6; 7;3;0;1; 22,9758000
sat19;3; 6; 8;5;1;0; 28,5045100
sat19;3; 6; 9;5;0;1; 29,2053300
sat19;3; 6;10;1;0;0; 34,0232800
sat19;3; 6;11;1;1;1; 34,7050600
sat19;3; 7; 1;1;0;1;  2,5109710
sat19;3; 7; 2;2;1;1;  6,9771580
sat19;3; 7; 3;4;0;1; 17,2245400
sat19;3; 7; 4;5;0;1; 18,1899400
sat19;3; 7; 5;3;1;1; 20,3074900
sat19;3; 7; 6;2;1;0; 27,5896500
sat19;3; 7; 7;2;0;1; 28,2058200
sat19;3; 7; 8;3;1;0; 31,9049400
sat19;3; 7; 9;3;0;1; 32,5052900
sat19;3; 8; 1;1;1;1;  1,3591000
sat19;3; 8; 2;2;1;1;  5,5623930
sat19;3; 8; 3;3;0;1; 11,3276800
sat19;3; 8; 4;5;1;1; 14,4416400
sat19;3; 8; 5;1;1;0; 18,7396800
sat19;3; 8; 6;1;0;1; 19,8405300
sat19;3; 8; 7;2;1;0; 24,1081800
sat19;3; 8; 8;2;0;1; 24,6381100
sat19;3; 8; 9;4;1;1; 27,4072600
sat19;3; 9; 1;2;0;1;  1,4726940
sat19;3; 9; 2;3;0;1;  8,8393020
sat19;3; 9; 3;4;0;1; 12,2525500
sat19;3; 9; 4;5;1;1; 12,9227100
sat19;3; 9; 5;1;0;1; 15,9511500
sat19;3; 9; 6;1;0;0; 19,7706700
sat19;3; 9; 7;1;1;1; 26,2514100
sat19;3; 9; 8;2;0;0; 34,6165900
sat19;3; 9; 9;2;1;1; 35,5638700
sat19;3; 9;10;4;0;0; 42,0821700
sat19;3; 9;11;4;1;1; 42,5457600
sat19;3;10; 1;1;0;1;  1,3300860
sat19;3;10; 2;2;0;1;  6,2112430
sat19;3;10; 3;4;1;1;  7,9803010
sat19;3;10; 4;5;0;1;  8,7276000
sat19;3;10; 5;3;1;1; 12,5791500
sat19;3;11; 1;3;1;1;  1,3605420
sat19;3;11; 2;4;1;1;  4,7616040
sat19;3;11; 3;5;1;1;  6,8454510
sat19;3;11; 4;2;1;1; 16,2594200
sat19;3;12; 1;1;1;1;  1,2383420
sat19;3;12; 2;2;1;1;  3,8683400
